flow_id,timestamp,time_step,scenario,source_node,destination_node,router_id,hop_count,path_length,bandwidth_mbps,traffic_interval_sec,active_users,traffic_load_mbps,utilization_percent,queue_occupancy_percent,latency_ms,jitter_ms,throughput_mbps,packet_loss_percent,tx_packets,rx_packets,lost_packets,retransmissions,flow_duration_sec,event_type,peak_hour,failure_event,sla_violation
444,2026-01-01 10:50:00,111,congestion,client_1,server_1,router_1,2,client-router-server,1.17,0.11,56,45.73,100.0,82.63,104.26,5.59,1.17,1.85,5414,5314,100,13,35.4,normal,0,0,1
445,2026-01-01 10:51:00,112,low,client_3,server_1,router_1,2,client-router-server,7.62,2.59,12,57.41,51.09,43.62,73.73,4.61,7.62,0.04,4855,4854,1,1,34.52,normal,0,0,0
446,2026-01-01 10:51:00,112,medium,client_3,server_1,router_1,2,client-router-server,3.87,0.83,33,38.17,56.4,50.03,73.57,4.62,3.87,0.27,4039,4029,10,7,25.82,normal,0,0,0
447,2026-01-01 10:51:00,112,high,client_3,server_1,router_1,2,client-router-server,1.65,0.42,50,90.76,100.0,100.0,137.98,9.05,1.65,1.61,4764,4688,76,28,11.14,normal,0,0,1
448,2026-01-01 10:51:00,112,congestion,client_1,server_1,router_1,2,client-router-server,0.91,0.13,68,94.41,100.0,97.29,98.63,10.77,0.91,3.68,4008,3861,147,96,32.77,normal,0,0,1
449,2026-01-01 10:52:00,113,low,client_2,server_1,router_1,2,client-router-server,11.32,2.27,7,86.18,33.98,26.52,42.46,4.17,11.32,0.01,5504,5503,1,1,50.39,normal,0,0,0
450,2026-01-01 10:52:00,113,medium,client_3,server_1,router_1,2,client-router-server,5.23,1.26,21,28.26,32.39,30.45,33.45,3.9,5.23,0.01,4570,4569,1,1,17.38,normal,0,0,0
451,2026-01-01 10:52:00,113,high,client_1,server_1,router_1,2,client-router-server,2.02,0.4,44,68.6,100.0,84.86,134.22,8.02,2.02,2.58,1232,1201,31,31,11.54,normal,0,0,1
452,2026-01-01 10:52:00,113,congestion,client_3,server_1,router_1,2,client-router-server,0.9,0.08,57,52.57,100.0,62.79,87.73,9.54,0.9,4.37,1134,1085,49,21,12.46,normal,0,0,1
453,2026-01-01 10:53:00,114,low,client_3,server_1,router_1,2,client-router-server,9.37,2.53,6,29.65,21.98,19.57,28.33,3.24,9.37,0.01,1318,1317,1,0,44.25,normal,0,0,0
454,2026-01-01 10:53:00,114,medium,client_1,server_1,router_1,2,client-router-server,6.2,1.33,30,68.99,54.92,32.02,63.07,5.69,6.2,0.45,4831,4810,21,19,11.96,normal,0,0,0
455,2026-01-01 10:53:00,114,high,client_1,server_1,router_1,2,client-router-server,2.44,0.7,45,57.18,100.0,92.01,73.87,9.13,2.44,4.06,2467,2367,100,60,47.09,normal,0,0,1
456,2026-01-01 10:53:00,114,congestion,client_1,server_1,router_1,2,client-router-server,1.18,0.12,61,33.65,100.0,100.0,98.21,7.14,1.18,4.32,5494,5257,237,69,58.09,normal,0,0,1
457,2026-01-01 10:54:00,115,low,client_3,server_1,router_1,2,client-router-server,8.2,1.82,12,31.17,25.57,18.49,30.96,7.12,8.2,0.01,5175,5174,1,1,43.98,normal,0,0,0
458,2026-01-01 10:54:00,115,medium,client_2,server_1,router_1,2,client-router-server,5.89,1.08,32,24.82,21.23,23.13,25.22,6.67,5.89,0.01,2274,2273,1,0,10.39,normal,0,0,0
459,2026-01-01 10:54:00,115,high,client_2,server_1,router_1,2,client-router-server,1.54,0.55,50,66.76,100.0,90.8,125.19,10.39,1.54,3.93,5632,5411,221,118,32.12,normal,0,0,1
460,2026-01-01 10:54:00,115,congestion,client_2,server_1,router_1,2,client-router-server,1.07,0.08,59,31.62,100.0,58.18,73.56,10.63,1.07,2.06,2569,2517,52,15,54.63,normal,0,0,1
461,2026-01-01 10:55:00,116,low,client_1,server_1,router_1,2,client-router-server,9.58,2.22,10,44.84,19.8,22.36,34.48,6.51,9.58,0.01,5738,5737,1,0,44.68,normal,0,0,0
462,2026-01-01 10:55:00,116,medium,client_2,server_1,router_1,2,client-router-server,4.86,0.9,29,87.49,100.0,80.46,99.98,10.56,4.86,4.04,4992,4791,201,0,29.31,normal,0,0,1
463,2026-01-01 10:55:00,116,high,client_1,server_1,router_1,2,client-router-server,1.56,0.65,46,50.43,100.0,87.44,71.17,10.77,1.56,4.88,4193,3989,204,15,11.44,normal,0,0,1
464,2026-01-01 10:55:00,116,congestion,client_1,server_1,router_1,2,client-router-server,1.07,0.13,55,51.5,100.0,65.62,101.88,6.35,1.07,4.63,3323,3170,153,138,5.54,normal,0,0,1
465,2026-01-01 10:56:00,117,low,client_1,server_1,router_1,2,client-router-server,11.71,1.97,13,67.18,20.6,20.12,22.72,8.19,11.71,0.01,2240,2239,1,1,42.98,normal,0,0,0
466,2026-01-01 10:56:00,117,medium,client_3,server_1,router_1,2,client-router-server,4.68,1.05,31,66.41,53.72,36.42,50.72,5.33,4.68,0.11,4090,4086,4,4,18.42,normal,0,0,0
467,2026-01-01 10:56:00,117,high,client_1,server_1,router_1,2,client-router-server,1.97,0.68,41,49.17,84.07,99.88,64.74,7.46,1.97,2.67,3557,3463,94,30,37.21,normal,0,0,0
468,2026-01-01 10:56:00,117,congestion,client_1,server_1,router_1,2,client-router-server,0.87,0.1,58,67.62,100.0,94.1,116.53,8.6,0.87,4.01,5227,5018,209,78,26.52,normal,0,0,1
469,2026-01-01 10:57:00,118,low,client_3,server_1,router_1,2,client-router-server,7.81,2.35,12,85.46,38.87,25.08,39.41,7.64,7.81,0.01,5367,5366,1,1,35.05,normal,0,0,0
470,2026-01-01 10:57:00,118,medium,client_3,server_1,router_1,2,client-router-server,4.52,1.25,20,86.53,83.94,45.22,87.55,8.48,4.52,2.23,1389,1359,30,8,5.47,normal,0,0,1
471,2026-01-01 10:57:00,118,high,client_2,server_1,router_1,2,client-router-server,2.3,0.67,50,37.76,100.0,100.0,76.38,9.47,2.3,5.59,4181,3948,233,58,52.35,normal,0,0,1
472,2026-01-01 10:57:00,118,congestion,client_3,server_1,router_1,2,client-router-server,1.01,0.13,56,49.48,100.0,72.88,95.07,8.01,1.01,4.89,3546,3373,173,120,40.53,normal,0,0,1
473,2026-01-01 10:58:00,119,low,client_3,server_1,router_1,2,client-router-server,10.55,1.89,15,68.25,24.38,16.4,32.56,4.48,10.55,0.01,2698,2697,1,1,22.44,normal,0,0,0
474,2026-01-01 10:58:00,119,medium,client_1,server_1,router_1,2,client-router-server,5.45,1.17,24,50.61,38.91,21.33,49.2,4.64,5.45,0.01,1618,1617,1,0,50.66,normal,0,0,0
475,2026-01-01 10:58:00,119,high,client_1,server_1,router_1,2,client-router-server,1.66,0.42,42,64.42,100.0,100.0,103.22,8.89,1.66,1.92,5270,5169,101,4,45.92,normal,0,0,1
476,2026-01-01 10:58:00,119,congestion,client_1,server_1,router_1,2,client-router-server,0.88,0.13,68,67.53,100.0,100.0,88.18,11.3,0.88,4.12,3775,3620,155,122,10.08,normal,0,0,1
477,2026-01-01 10:59:00,120,low,client_3,server_1,router_1,2,client-router-server,10.22,2.32,9,41.58,26.78,20.79,31.34,7.18,10.22,0.01,1647,1646,1,1,55.82,normal,0,0,0
478,2026-01-01 10:59:00,120,medium,client_2,server_1,router_1,2,client-router-server,4.53,0.87,22,25.38,22.27,15.51,22.95,5.48,4.53,0.01,5480,5479,1,0,24.89,normal,0,0,0
479,2026-01-01 10:59:00,120,high,client_3,server_1,router_1,2,client-router-server,1.73,0.46,41,23.95,42.9,22.56,55.17,8.01,1.73,0.01,2311,2310,1,0,36.67,normal,0,0,0
480,2026-01-01 10:59:00,120,congestion,client_3,server_1,router_1,2,client-router-server,1.16,0.1,67,73.46,100.0,91.32,123.87,7.57,1.16,2.72,2209,2149,60,30,38.8,normal,0,0,1
481,2026-01-01 11:00:00,121,low,client_3,server_1,router_1,2,client-router-server,8.86,1.98,12,36.05,21.35,14.73,23.12,6.92,8.86,0.01,2848,2847,1,0,7.89,normal,0,0,0
482,2026-01-01 11:00:00,121,medium,client_1,server_1,router_1,2,client-router-server,5.58,1.19,32,61.26,71.64,69.53,78.79,10.24,5.58,1.08,2946,2915,31,5,40.67,normal,0,0,0
483,2026-01-01 11:00:00,121,high,client_2,server_1,router_1,2,client-router-server,2.17,0.43,45,91.53,100.0,65.58,68.5,8.99,2.17,3.09,1438,1394,44,13,26.17,normal,0,0,1
484,2026-01-01 11:00:00,121,congestion,client_3,server_1,router_1,2,client-router-server,1.24,0.11,55,66.57,100.0,55.15,61.06,8.32,1.24,2.78,3101,3015,86,6,34.02,normal,0,0,1
485,2026-01-01 11:01:00,122,low,client_3,server_1,router_1,2,client-router-server,7.53,1.48,12,27.54,19.02,21.88,27.4,8.93,7.53,0.01,3353,3352,1,1,20.7,normal,0,0,0
486,2026-01-01 11:01:00,122,medium,client_1,server_1,router_1,2,client-router-server,5.62,1.38,31,48.53,46.37,33.13,50.95,5.43,5.62,0.01,3105,3104,1,0,47.93,normal,0,0,0
487,2026-01-01 11:01:00,122,high,client_3,server_1,router_1,2,client-router-server,2.43,0.38,53,86.7,100.0,100.0,87.89,11.17,2.43,4.85,4353,4142,211,178,31.5,normal,0,0,1
488,2026-01-01 11:01:00,122,congestion,client_1,server_1,router_1,2,client-router-server,1.24,0.14,62,37.7,100.0,81.5,90.35,7.08,1.24,5.6,2350,2219,131,8,43.1,normal,0,0,1
489,2026-01-01 11:02:00,123,low,client_1,server_1,router_1,2,client-router-server,11.12,2.45,15,63.06,38.26,43.59,38.71,8.34,11.12,0.01,4252,4251,1,1,15.25,normal,0,0,0
490,2026-01-01 11:02:00,123,medium,client_1,server_1,router_1,2,client-router-server,5.15,0.78,27,28.56,35.97,18.68,44.6,6.76,5.15,0.01,1052,1051,1,1,9.45,normal,0,0,0
491,2026-01-01 11:02:00,123,high,client_2,server_1,router_1,2,client-router-server,2.3,0.7,50,53.02,100.0,73.47,76.32,8.34,2.3,2.27,5893,5760,133,109,19.34,normal,0,0,1
492,2026-01-01 11:02:00,123,congestion,client_1,server_1,router_1,2,client-router-server,1.14,0.13,66,58.8,100.0,92.3,86.1,10.83,1.14,2.1,1669,1634,35,8,11.19,normal,0,0,1
493,2026-01-01 11:03:00,124,low,client_2,server_1,router_1,2,client-router-server,8.04,1.56,5,20.7,17.85,12.48,31.99,5.69,8.04,0.01,4834,4833,1,1,15.6,normal,0,0,0
494,2026-01-01 11:03:00,124,medium,client_3,server_1,router_1,2,client-router-server,5.36,1.05,32,26.04,21.61,24.94,29.99,5.54,5.36,0.01,1941,1940,1,0,29.94,normal,0,0,0
495,2026-01-01 11:03:00,124,high,client_2,server_1,router_1,2,client-router-server,1.88,0.53,44,65.32,100.0,55.82,120.1,15.28,1.88,1.68,3376,3320,56,54,46.29,normal,0,0,1
496,2026-01-01 11:03:00,124,congestion,client_2,server_1,router_1,2,client-router-server,0.87,0.08,64,86.51,100.0,57.51,125.84,9.73,0.87,3.91,4441,4268,173,151,54.92,normal,0,0,1
497,2026-01-01 11:04:00,125,low,client_1,server_1,router_1,2,client-router-server,8.43,2.34,16,54.42,38.39,40.45,48.7,7.47,8.43,0.01,4503,4502,1,1,9.77,normal,0,0,0
498,2026-01-01 11:04:00,125,medium,client_1,server_1,router_1,2,client-router-server,4.04,1.28,27,53.46,79.67,67.78,78.58,5.62,4.04,2.45,2101,2050,51,47,27.09,normal,0,0,0
499,2026-01-01 11:04:00,125,high,client_2,server_1,router_1,2,client-router-server,1.62,0.44,43,25.18,70.26,52.01,92.18,7.93,1.62,2.3,3604,3522,82,35,49.65,normal,0,0,1
500,2026-01-01 11:04:00,125,congestion,client_2,server_1,router_1,2,client-router-server,0.78,0.11,55,86.53,100.0,100.0,133.55,10.39,0.78,4.2,2862,2742,120,77,47.18,normal,0,0,1
501,2026-01-01 11:05:00,126,low,client_1,server_1,router_1,2,client-router-server,7.53,1.57,7,55.81,33.61,27.32,35.19,5.15,7.53,0.01,3945,3944,1,0,8.42,normal,0,0,0
502,2026-01-01 11:05:00,126,medium,client_2,server_1,router_1,2,client-router-server,4.66,1.16,28,36.41,29.92,17.02,36.78,8.42,4.66,0.01,2358,2357,1,0,16.96,normal,0,0,0
503,2026-01-01 11:05:00,126,high,client_1,server_1,router_1,2,client-router-server,1.71,0.6,45,21.72,70.59,65.49,90.32,9.1,1.71,1.63,5192,5108,84,30,23.61,normal,0,0,1
504,2026-01-01 11:05:00,126,congestion,client_3,server_1,router_1,2,client-router-server,1.2,0.09,61,75.09,100.0,100.0,85.16,5.86,1.2,3.21,1455,1409,46,22,22.16,normal,0,0,1
505,2026-01-01 11:06:00,127,low,client_2,server_1,router_1,2,client-router-server,11.98,2.45,7,50.41,24.47,17.56,25.31,8.34,11.98,0.01,2094,2093,1,1,13.43,normal,0,0,0
506,2026-01-01 11:06:00,127,medium,client_3,server_1,router_1,2,client-router-server,6.15,0.99,32,91.65,62.71,65.92,87.15,5.08,6.15,1.21,1904,1881,23,2,49.3,normal,0,0,1
507,2026-01-01 11:06:00,127,high,client_2,server_1,router_1,2,client-router-server,2.45,0.61,45,93.95,100.0,72.45,108.85,10.73,2.45,3.52,4957,4783,174,66,12.31,normal,0,0,1
508,2026-01-01 11:06:00,127,congestion,client_1,server_1,router_1,2,client-router-server,0.95,0.09,64,23.02,84.74,99.57,95.67,9.95,0.95,1.96,1477,1449,28,16,58.47,normal,0,0,1
509,2026-01-01 11:07:00,128,low,client_3,server_1,router_1,2,client-router-server,9.85,2.19,10,51.19,26.76,25.82,29.96,4.48,9.85,0.01,4659,4658,1,1,9.3,normal,0,0,0
510,2026-01-01 11:07:00,128,medium,client_1,server_1,router_1,2,client-router-server,4.01,1.29,30,42.36,39.53,33.91,35.71,5.83,4.01,0.01,4405,4404,1,1,31.36,normal,0,0,0
511,2026-01-01 11:07:00,128,high,client_1,server_1,router_1,2,client-router-server,2.23,0.37,50,63.57,100.0,64.91,100.1,10.54,2.23,3.82,5052,4860,192,172,34.04,normal,0,0,1
512,2026-01-01 11:07:00,128,congestion,client_3,server_1,router_1,2,client-router-server,0.89,0.1,55,52.83,100.0,100.0,110.69,8.29,0.89,5.37,4580,4335,245,132,24.28,normal,0,0,1
513,2026-01-01 11:08:00,129,low,client_1,server_1,router_1,2,client-router-server,10.36,2.03,18,61.07,21.22,15.48,29.31,2.5,10.36,0.01,5180,5179,1,1,49.48,normal,0,0,0
514,2026-01-01 11:08:00,129,medium,client_2,server_1,router_1,2,client-router-server,4.72,1.18,25,48.28,51.57,43.22,40.06,6.4,4.72,0.18,3279,3274,5,4,17.09,normal,0,0,0
515,2026-01-01 11:08:00,129,high,client_3,server_1,router_1,2,client-router-server,1.93,0.53,47,59.19,100.0,100.0,123.41,9.18,1.93,1.98,5450,5343,107,51,57.99,normal,0,0,1
516,2026-01-01 11:08:00,129,congestion,client_2,server_1,router_1,2,client-router-server,0.91,0.08,68,76.72,100.0,90.36,85.35,9.75,0.91,4.06,5477,5255,222,15,5.28,normal,0,0,1
517,2026-01-01 11:09:00,130,low,client_3,server_1,router_1,2,client-router-server,9.81,1.48,11,54.26,34.45,34.67,40.26,8.95,9.81,0.01,3822,3821,1,0,34.76,normal,0,0,0
518,2026-01-01 11:09:00,130,medium,client_3,server_1,router_1,2,client-router-server,5.86,0.74,23,50.12,51.85,46.85,46.68,11.13,5.86,0.17,1930,1927,3,1,31.54,normal,0,0,0
519,2026-01-01 11:09:00,130,high,client_3,server_1,router_1,2,client-router-server,2.45,0.51,44,47.98,100.0,65.57,126.51,5.81,2.45,3.67,5609,5404,205,157,37.64,normal,0,0,1
520,2026-01-01 11:09:00,130,congestion,client_1,server_1,router_1,2,client-router-server,0.95,0.1,65,65.93,100.0,99.56,104.75,11.78,0.95,4.27,2090,2001,89,87,41.91,normal,0,0,1
521,2026-01-01 11:10:00,131,low,client_1,server_1,router_1,2,client-router-server,11.34,2.75,12,22.38,11.97,14.18,23.04,4.9,11.34,0.01,4092,4091,1,1,9.41,normal,0,0,0
522,2026-01-01 11:10:00,131,medium,client_2,server_1,router_1,2,client-router-server,6.02,1.06,29,36.73,19.52,19.91,31.16,5.54,6.02,0.01,2285,2284,1,1,31.39,normal,0,0,0
523,2026-01-01 11:10:00,131,high,client_1,server_1,router_1,2,client-router-server,2.38,0.37,43,52.93,100.0,100.0,113.59,13.75,2.38,4.38,1604,1534,70,62,24.3,normal,0,0,1
524,2026-01-01 11:10:00,131,congestion,client_1,server_1,router_1,2,client-router-server,1.08,0.1,68,36.21,100.0,60.7,110.53,10.54,1.08,4.37,2975,2845,130,118,23.73,normal,0,0,1
525,2026-01-01 11:11:00,132,low,client_3,server_1,router_1,2,client-router-server,8.39,2.55,7,69.02,42.36,36.86,55.9,3.41,8.39,0.01,5460,5459,1,1,34.26,normal,0,0,0
526,2026-01-01 11:11:00,132,medium,client_1,server_1,router_1,2,client-router-server,5.21,1.1,21,60.24,80.42,62.75,57.73,10.01,5.21,2.14,5265,5153,112,83,18.86,normal,0,0,0
527,2026-01-01 11:11:00,132,high,client_1,server_1,router_1,2,client-router-server,1.75,0.64,53,33.58,63.42,62.08,48.68,7.36,1.75,0.73,4951,4915,36,10,44.05,normal,0,0,0
528,2026-01-01 11:11:00,132,congestion,client_3,server_1,router_1,2,client-router-server,0.93,0.1,67,51.26,100.0,54.54,105.91,7.46,0.93,3.21,2889,2797,92,30,12.02,normal,0,0,1
529,2026-01-01 11:12:00,133,low,client_1,server_1,router_1,2,client-router-server,12.19,1.45,12,45.96,22.25,12.88,34.08,5.4,12.19,0.01,2688,2687,1,0,10.55,normal,0,0,0
530,2026-01-01 11:12:00,133,medium,client_2,server_1,router_1,2,client-router-server,3.89,0.77,29,66.07,61.91,68.58,53.09,4.14,3.89,1.27,4420,4364,56,22,33.42,normal,0,0,0
531,2026-01-01 11:12:00,133,high,client_3,server_1,router_1,2,client-router-server,1.93,0.69,44,25.32,56.58,66.03,61.19,8.35,1.93,0.62,5295,5263,32,17,7.19,normal,0,0,0
532,2026-01-01 11:12:00,133,congestion,client_1,server_1,router_1,2,client-router-server,0.89,0.09,61,91.94,100.0,58.43,72.3,10.49,0.89,2.29,3497,3417,80,66,11.5,normal,0,0,1
533,2026-01-01 11:13:00,134,low,client_3,server_1,router_1,2,client-router-server,11.2,2.48,15,72.75,29.94,19.88,30.51,7.75,11.2,0.01,5719,5718,1,1,36.76,normal,0,0,0
534,2026-01-01 11:13:00,134,medium,client_3,server_1,router_1,2,client-router-server,5.98,0.84,28,69.72,35.42,19.62,33.33,9.13,5.98,0.01,2992,2991,1,0,59.62,normal,0,0,0
535,2026-01-01 11:13:00,134,high,client_2,server_1,router_1,2,client-router-server,2.25,0.59,41,82.44,100.0,83.92,110.12,5.3,2.25,5.25,5521,5232,289,238,31.19,normal,0,0,1
536,2026-01-01 11:13:00,134,congestion,client_1,server_1,router_1,2,client-router-server,1.07,0.11,57,43.07,100.0,92.38,76.02,9.83,1.07,3.08,4207,4078,129,0,38.57,normal,0,0,1
537,2026-01-01 11:14:00,135,low,client_2,server_1,router_1,2,client-router-server,10.8,1.88,8,42.63,15.33,10.89,18.96,8.76,10.8,0.01,4499,4498,1,1,7.58,normal,0,0,0
538,2026-01-01 11:14:00,135,medium,client_1,server_1,router_1,2,client-router-server,4.67,1.05,22,64.73,61.12,65.56,79.43,7.87,4.67,0.93,2785,2760,25,15,55.26,normal,0,0,0
539,2026-01-01 11:14:00,135,high,client_2,server_1,router_1,2,client-router-server,1.92,0.67,43,92.83,100.0,60.02,86.16,6.04,1.92,5.67,1132,1068,64,51,40.05,normal,0,0,1
540,2026-01-01 11:14:00,135,congestion,client_1,server_1,router_1,2,client-router-server,0.78,0.1,64,79.97,100.0,88.34,119.76,11.6,0.78,3.02,4287,4158,129,25,53.68,normal,0,0,1
541,2026-01-01 11:15:00,136,low,client_3,server_1,router_1,2,client-router-server,10.98,2.19,15,48.59,20.5,14.55,23.75,5.47,10.98,0.01,2182,2181,1,1,55.31,normal,0,0,0
542,2026-01-01 11:15:00,136,medium,client_1,server_1,router_1,2,client-router-server,5.88,0.71,29,82.94,82.41,78.6,109.86,5.65,5.88,3.74,1932,1860,72,26,40.37,normal,0,0,1
543,2026-01-01 11:15:00,136,high,client_2,server_1,router_1,2,client-router-server,2.19,0.38,47,41.9,61.61,52.96,50.94,9.19,2.19,0.76,1584,1572,12,8,5.48,normal,0,0,0
544,2026-01-01 11:15:00,136,congestion,client_1,server_1,router_1,2,client-router-server,0.79,0.08,63,30.04,100.0,89.16,97.96,13.41,0.79,4.68,1098,1047,51,15,15.25,normal,0,0,1
545,2026-01-01 11:16:00,137,low,client_2,server_1,router_1,2,client-router-server,8.77,1.66,13,59.75,29.44,16.35,34.32,5.13,8.77,0.01,4089,4088,1,0,53.05,normal,0,0,0
546,2026-01-01 11:16:00,137,medium,client_1,server_1,router_1,2,client-router-server,5.74,1.3,26,94.33,95.03,55.16,73.8,10.9,5.74,5.08,2983,2832,151,19,30.86,normal,0,0,1
547,2026-01-01 11:16:00,137,high,client_3,server_1,router_1,2,client-router-server,1.54,0.66,45,78.98,100.0,100.0,77.02,13.94,1.54,2.1,4242,4153,89,71,50.58,normal,0,0,1
548,2026-01-01 11:16:00,137,congestion,client_2,server_1,router_1,2,client-router-server,0.83,0.1,55,27.43,100.0,92.89,129.81,13.95,0.83,2.89,2168,2106,62,16,39.88,normal,0,0,1
549,2026-01-01 11:17:00,138,low,client_3,server_1,router_1,2,client-router-server,8.54,2.39,16,70.36,54.61,38.89,74.37,4.2,8.54,0.45,4923,4901,22,7,43.26,normal,0,0,0
550,2026-01-01 11:17:00,138,medium,client_2,server_1,router_1,2,client-router-server,3.86,1.19,24,63.38,94.53,100.0,83.87,11.01,3.86,4.34,3727,3566,161,128,17.37,normal,0,0,1
551,2026-01-01 11:17:00,138,high,client_3,server_1,router_1,2,client-router-server,1.54,0.62,40,43.9,100.0,100.0,123.3,14.7,1.54,4.8,3200,3047,153,150,11.15,normal,0,0,1
552,2026-01-01 11:17:00,138,congestion,client_1,server_1,router_1,2,client-router-server,0.75,0.13,66,20.32,100.0,81.4,73.35,5.69,0.75,3.18,2836,2746,90,53,54.21,normal,0,0,1
553,2026-01-01 11:18:00,139,low,client_2,server_1,router_1,2,client-router-server,9.4,1.92,8,61.41,33.54,25.2,34.6,6.26,9.4,0.01,4846,4845,1,1,55.29,normal,0,0,0
554,2026-01-01 11:18:00,139,medium,client_1,server_1,router_1,2,client-router-server,5.65,0.89,30,64.83,40.1,33.57,40.57,8.38,5.65,0.01,3801,3800,1,0,29.09,normal,0,0,0
555,2026-01-01 11:18:00,139,high,client_2,server_1,router_1,2,client-router-server,2.34,0.55,46,66.2,89.36,100.0,83.36,5.36,2.34,4.03,4486,4306,180,58,50.98,normal,0,0,1
556,2026-01-01 11:18:00,139,congestion,client_2,server_1,router_1,2,client-router-server,0.77,0.14,66,84.7,100.0,100.0,75.57,4.69,0.77,3.58,4060,3915,145,52,15.29,normal,0,0,1
557,2026-01-01 11:19:00,140,low,client_2,server_1,router_1,2,client-router-server,8.23,2.72,5,62.19,30.55,35.26,41.66,4.81,8.23,0.01,3013,3012,1,1,35.29,normal,0,0,0
558,2026-01-01 11:19:00,140,medium,client_3,server_1,router_1,2,client-router-server,5.95,1.39,31,75.48,41.45,42.17,63.49,9.1,5.95,0.01,2470,2469,1,0,50.04,normal,0,0,0
559,2026-01-01 11:19:00,140,high,client_3,server_1,router_1,2,client-router-server,1.76,0.52,42,47.21,94.97,100.0,107.22,8.8,1.76,1.84,1889,1855,34,4,54.4,normal,0,0,1
560,2026-01-01 11:19:00,140,congestion,client_1,server_1,router_1,2,client-router-server,0.81,0.12,63,32.78,100.0,79.3,75.45,11.64,0.81,5.76,5509,5192,317,33,41.25,normal,0,0,1
561,2026-01-01 11:20:00,141,low,client_2,server_1,router_1,2,client-router-server,11.12,2.57,9,77.25,41.39,34.05,54.6,4.64,11.12,0.01,5441,5440,1,0,33.82,normal,0,0,0
562,2026-01-01 11:20:00,141,medium,client_3,server_1,router_1,2,client-router-server,5.49,0.97,23,50.44,42.09,37.88,42.11,5.73,5.49,0.01,3607,3606,1,0,10.16,normal,0,0,0
563,2026-01-01 11:20:00,141,high,client_1,server_1,router_1,2,client-router-server,2.29,0.63,53,44.51,100.0,72.13,66.95,5.75,2.29,4.82,1685,1604,81,66,41.49,normal,0,0,1
564,2026-01-01 11:20:00,141,congestion,client_2,server_1,router_1,2,client-router-server,1.16,0.14,63,92.84,100.0,67.23,87.53,10.23,1.16,1.94,2152,2111,41,13,41.92,normal,0,0,1
565,2026-01-01 11:21:00,142,low,client_1,server_1,router_1,2,client-router-server,9.56,2.15,18,70.12,46.72,30.93,58.0,3.42,9.56,0.01,4958,4957,1,1,5.87,normal,0,0,0
566,2026-01-01 11:21:00,142,medium,client_1,server_1,router_1,2,client-router-server,5.75,1.11,29,38.18,35.8,30.96,48.98,8.48,5.75,0.01,3505,3504,1,1,53.51,normal,0,0,0
567,2026-01-01 11:21:00,142,high,client_2,server_1,router_1,2,client-router-server,1.55,0.5,53,79.96,100.0,100.0,113.24,9.81,1.55,5.46,3063,2896,167,166,47.2,normal,0,0,1
568,2026-01-01 11:21:00,142,congestion,client_2,server_1,router_1,2,client-router-server,1.14,0.07,67,89.55,100.0,77.75,129.67,12.49,1.14,4.05,1701,1633,68,44,24.49,normal,0,0,1
569,2026-01-01 11:22:00,143,low,client_2,server_1,router_1,2,client-router-server,10.18,2.27,5,21.25,8.66,7.37,19.17,4.68,10.18,0.01,5295,5294,1,0,18.25,normal,0,0,0
570,2026-01-01 11:22:00,143,medium,client_2,server_1,router_1,2,client-router-server,3.83,1.06,22,67.22,100.0,92.79,129.2,10.68,3.83,4.36,3692,3532,160,23,28.02,normal,0,0,1
571,2026-01-01 11:22:00,143,high,client_1,server_1,router_1,2,client-router-server,1.96,0.42,45,33.46,73.09,62.29,77.16,6.35,1.96,1.1,1136,1124,12,6,9.96,normal,0,0,0
572,2026-01-01 11:22:00,143,congestion,client_2,server_1,router_1,2,client-router-server,1.15,0.09,55,35.65,100.0,100.0,111.96,12.32,1.15,4.8,5048,4806,242,129,39.88,normal,0,0,1
573,2026-01-01 11:23:00,144,low,client_2,server_1,router_1,2,client-router-server,7.9,1.93,18,46.58,40.31,33.11,39.61,7.41,7.9,0.01,1259,1258,1,0,27.29,normal,0,0,0
574,2026-01-01 11:23:00,144,medium,client_1,server_1,router_1,2,client-router-server,4.23,0.82,23,36.18,40.33,20.98,49.88,4.24,4.23,0.01,2476,2475,1,1,12.29,normal,0,0,0
575,2026-01-01 11:23:00,144,high,client_3,server_1,router_1,2,client-router-server,2.02,0.42,42,21.08,50.07,54.19,68.41,6.16,2.02,0.01,5007,5006,1,0,32.44,normal,0,0,0
576,2026-01-01 11:23:00,144,congestion,client_2,server_1,router_1,2,client-router-server,0.99,0.13,63,93.97,100.0,65.67,116.75,8.09,0.99,4.07,5873,5634,239,150,41.49,normal,0,0,1
577,2026-01-01 11:24:00,145,low,client_2,server_1,router_1,2,client-router-server,7.91,2.37,5,67.76,54.66,52.01,54.94,12.13,7.91,0.52,2882,2868,14,3,54.57,normal,0,0,0
578,2026-01-01 11:24:00,145,medium,client_1,server_1,router_1,2,client-router-server,5.47,1.33,31,83.82,78.16,82.41,97.24,8.53,5.47,2.55,2922,2848,74,55,22.2,normal,0,0,1
579,2026-01-01 11:24:00,145,high,client_1,server_1,router_1,2,client-router-server,2.11,0.4,40,89.09,100.0,98.86,133.79,11.12,2.11,4.91,5650,5373,277,193,6.74,normal,0,0,1
580,2026-01-01 11:24:00,145,congestion,client_1,server_1,router_1,2,client-router-server,0.91,0.13,55,29.84,100.0,71.16,131.55,8.66,0.91,2.67,1729,1683,46,15,53.61,normal,0,0,1
